id,analysis_scope,user_id,intent,tag_technique,question,sql_query,rationale
6933,assessment,1500061.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500061 ?,SELECT * FROM assessment_results WHERE ID = 6933;,L'analyse montre que le score PIX est 266.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
6810,assessment,1480779.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480779 ?,SELECT * FROM assessment_results WHERE ID = 6810;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6812,assessment,1480708.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480708 ?,SELECT * FROM assessment_results WHERE ID = 6812;,L'analyse montre que le score PIX est 8.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
6819,assessment,1480729.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480729 ?,SELECT * FROM assessment_results WHERE ID = 6819;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6826,assessment,1480733.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480733 ?,SELECT * FROM assessment_results WHERE ID = 6826;,L'analyse montre que le score PIX est 48.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
6827,assessment,1480741.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480741 ?,SELECT * FROM assessment_results WHERE ID = 6827;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6839,assessment,1480750.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480750 ?,SELECT * FROM assessment_results WHERE ID = 6839;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6846,assessment,1480707.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480707 ?,SELECT * FROM assessment_results WHERE ID = 6846;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6815,assessment,1480718.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480718 ?,SELECT * FROM assessment_results WHERE ID = 6815;,L'analyse montre que le score PIX est 9.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
6822,assessment,1480734.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480734 ?,SELECT * FROM assessment_results WHERE ID = 6822;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6823,assessment,1480760.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480760 ?,SELECT * FROM assessment_results WHERE ID = 6823;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6824,assessment,1480758.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480758 ?,SELECT * FROM assessment_results WHERE ID = 6824;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6825,assessment,1480735.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480735 ?,SELECT * FROM assessment_results WHERE ID = 6825;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6828,assessment,1480722.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480722 ?,SELECT * FROM assessment_results WHERE ID = 6828;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6835,assessment,1480720.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480720 ?,SELECT * FROM assessment_results WHERE ID = 6835;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6836,assessment,1480752.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480752 ?,SELECT * FROM assessment_results WHERE ID = 6836;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6837,assessment,1480753.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480753 ?,SELECT * FROM assessment_results WHERE ID = 6837;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6934,assessment,1500044.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500044 ?,SELECT * FROM assessment_results WHERE ID = 6934;,L'analyse montre que le score PIX est 458.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
6829,assessment,1480715.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480715 ?,SELECT * FROM assessment_results WHERE ID = 6829;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6830,assessment,1480751.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480751 ?,SELECT * FROM assessment_results WHERE ID = 6830;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6831,assessment,1480762.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480762 ?,SELECT * FROM assessment_results WHERE ID = 6831;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6832,assessment,1480761.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480761 ?,SELECT * FROM assessment_results WHERE ID = 6832;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6833,assessment,1480785.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480785 ?,SELECT * FROM assessment_results WHERE ID = 6833;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6834,assessment,1480721.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480721 ?,SELECT * FROM assessment_results WHERE ID = 6834;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6838,assessment,1480740.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480740 ?,SELECT * FROM assessment_results WHERE ID = 6838;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6840,assessment,1480754.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480754 ?,SELECT * FROM assessment_results WHERE ID = 6840;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6841,assessment,1480790.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480790 ?,SELECT * FROM assessment_results WHERE ID = 6841;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6851,assessment,1480844.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480844 ?,SELECT * FROM assessment_results WHERE ID = 6851;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6859,assessment,1480767.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480767 ?,SELECT * FROM assessment_results WHERE ID = 6859;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6861,assessment,1480726.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480726 ?,SELECT * FROM assessment_results WHERE ID = 6861;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6842,assessment,1480737.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480737 ?,SELECT * FROM assessment_results WHERE ID = 6842;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6843,assessment,1480725.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480725 ?,SELECT * FROM assessment_results WHERE ID = 6843;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6844,assessment,1480732.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480732 ?,SELECT * FROM assessment_results WHERE ID = 6844;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6845,assessment,1480782.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480782 ?,SELECT * FROM assessment_results WHERE ID = 6845;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6847,assessment,1480705.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480705 ?,SELECT * FROM assessment_results WHERE ID = 6847;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6848,assessment,1480723.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480723 ?,SELECT * FROM assessment_results WHERE ID = 6848;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6849,assessment,1480778.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480778 ?,SELECT * FROM assessment_results WHERE ID = 6849;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6850,assessment,1480738.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480738 ?,SELECT * FROM assessment_results WHERE ID = 6850;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6935,assessment,1500064.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500064 ?,SELECT * FROM assessment_results WHERE ID = 6935;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6852,assessment,1480763.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480763 ?,SELECT * FROM assessment_results WHERE ID = 6852;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6857,assessment,1480728.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480728 ?,SELECT * FROM assessment_results WHERE ID = 6857;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6864,assessment,1480781.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480781 ?,SELECT * FROM assessment_results WHERE ID = 6864;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6853,assessment,1480736.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480736 ?,SELECT * FROM assessment_results WHERE ID = 6853;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6855,assessment,1480706.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480706 ?,SELECT * FROM assessment_results WHERE ID = 6855;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6856,assessment,1480714.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480714 ?,SELECT * FROM assessment_results WHERE ID = 6856;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6858,assessment,1480745.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480745 ?,SELECT * FROM assessment_results WHERE ID = 6858;,L'analyse montre que le score PIX est 38.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
6860,assessment,1480739.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480739 ?,SELECT * FROM assessment_results WHERE ID = 6860;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6863,assessment,1480774.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480774 ?,SELECT * FROM assessment_results WHERE ID = 6863;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6854,assessment,1480724.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480724 ?,SELECT * FROM assessment_results WHERE ID = 6854;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6862,assessment,1480731.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1480731 ?,SELECT * FROM assessment_results WHERE ID = 6862;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6865,assessment,1500040.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500040 ?,SELECT * FROM assessment_results WHERE ID = 6865;,L'analyse montre que le score PIX est 125.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
6866,assessment,1500043.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500043 ?,SELECT * FROM assessment_results WHERE ID = 6866;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6867,assessment,1500111.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500111 ?,SELECT * FROM assessment_results WHERE ID = 6867;,L'analyse montre que le score PIX est 59.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
6868,assessment,1500022.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500022 ?,SELECT * FROM assessment_results WHERE ID = 6868;,L'analyse montre que le score PIX est 294.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
6869,assessment,1500131.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500131 ?,SELECT * FROM assessment_results WHERE ID = 6869;,L'analyse montre que le score PIX est 42.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
6870,assessment,1500054.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500054 ?,SELECT * FROM assessment_results WHERE ID = 6870;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6871,assessment,1500026.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500026 ?,SELECT * FROM assessment_results WHERE ID = 6871;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6872,assessment,1500078.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500078 ?,SELECT * FROM assessment_results WHERE ID = 6872;,L'analyse montre que le score PIX est 277.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
6873,assessment,1500091.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500091 ?,SELECT * FROM assessment_results WHERE ID = 6873;,L'analyse montre que le score PIX est 184.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
6874,assessment,1500046.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500046 ?,SELECT * FROM assessment_results WHERE ID = 6874;,L'analyse montre que le score PIX est 114.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
6875,assessment,1500025.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500025 ?,SELECT * FROM assessment_results WHERE ID = 6875;,L'analyse montre que le score PIX est 166.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
6876,assessment,1500085.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500085 ?,SELECT * FROM assessment_results WHERE ID = 6876;,L'analyse montre que le score PIX est 226.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
6877,assessment,1500015.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500015 ?,SELECT * FROM assessment_results WHERE ID = 6877;,L'analyse montre que le score PIX est 177.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
6878,assessment,1500048.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500048 ?,SELECT * FROM assessment_results WHERE ID = 6878;,L'analyse montre que le score PIX est 110.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
6879,assessment,1500024.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500024 ?,SELECT * FROM assessment_results WHERE ID = 6879;,L'analyse montre que le score PIX est 169.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
6880,assessment,1500020.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500020 ?,SELECT * FROM assessment_results WHERE ID = 6880;,L'analyse montre que le score PIX est 237.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
6881,assessment,1500051.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500051 ?,SELECT * FROM assessment_results WHERE ID = 6881;,L'analyse montre que le score PIX est 166.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
6882,assessment,1500069.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500069 ?,SELECT * FROM assessment_results WHERE ID = 6882;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6883,assessment,1500063.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500063 ?,SELECT * FROM assessment_results WHERE ID = 6883;,L'analyse montre que le score PIX est 233.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
6884,assessment,1500041.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500041 ?,SELECT * FROM assessment_results WHERE ID = 6884;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6885,assessment,1500021.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500021 ?,SELECT * FROM assessment_results WHERE ID = 6885;,L'analyse montre que le score PIX est 198.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
6886,assessment,1500114.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500114 ?,SELECT * FROM assessment_results WHERE ID = 6886;,L'analyse montre que le score PIX est 190.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
6887,assessment,1500075.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500075 ?,SELECT * FROM assessment_results WHERE ID = 6887;,L'analyse montre que le score PIX est 230.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
6888,assessment,1500118.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500118 ?,SELECT * FROM assessment_results WHERE ID = 6888;,L'analyse montre que le score PIX est 52.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
6889,assessment,1500035.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500035 ?,SELECT * FROM assessment_results WHERE ID = 6889;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6890,assessment,1500093.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500093 ?,SELECT * FROM assessment_results WHERE ID = 6890;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6891,assessment,1500060.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500060 ?,SELECT * FROM assessment_results WHERE ID = 6891;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6892,assessment,1500039.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500039 ?,SELECT * FROM assessment_results WHERE ID = 6892;,L'analyse montre que le score PIX est 224.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
6893,assessment,1500122.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500122 ?,SELECT * FROM assessment_results WHERE ID = 6893;,L'analyse montre que le score PIX est 144.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
6894,assessment,1500067.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500067 ?,SELECT * FROM assessment_results WHERE ID = 6894;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6895,assessment,1500077.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500077 ?,SELECT * FROM assessment_results WHERE ID = 6895;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6896,assessment,1500023.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500023 ?,SELECT * FROM assessment_results WHERE ID = 6896;,L'analyse montre que le score PIX est 98.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
6897,assessment,1500014.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500014 ?,SELECT * FROM assessment_results WHERE ID = 6897;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6898,assessment,1500030.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500030 ?,SELECT * FROM assessment_results WHERE ID = 6898;,L'analyse montre que le score PIX est 155.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
6899,assessment,1500105.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500105 ?,SELECT * FROM assessment_results WHERE ID = 6899;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6900,assessment,1500056.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500056 ?,SELECT * FROM assessment_results WHERE ID = 6900;,L'analyse montre que le score PIX est 228.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
6901,assessment,1500036.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500036 ?,SELECT * FROM assessment_results WHERE ID = 6901;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6902,assessment,1500094.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500094 ?,SELECT * FROM assessment_results WHERE ID = 6902;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6903,assessment,1500037.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500037 ?,SELECT * FROM assessment_results WHERE ID = 6903;,L'analyse montre que le score PIX est 127.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
6904,assessment,1500080.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500080 ?,SELECT * FROM assessment_results WHERE ID = 6904;,L'analyse montre que le score PIX est 163.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
6905,assessment,1500033.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500033 ?,SELECT * FROM assessment_results WHERE ID = 6905;,L'analyse montre que le score PIX est 217.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
6906,assessment,1500016.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500016 ?,SELECT * FROM assessment_results WHERE ID = 6906;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6907,assessment,1500065.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500065 ?,SELECT * FROM assessment_results WHERE ID = 6907;,L'analyse montre que le score PIX est 170.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
6908,assessment,1500029.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500029 ?,SELECT * FROM assessment_results WHERE ID = 6908;,L'analyse montre que le score PIX est 212.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
6909,assessment,1500017.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500017 ?,SELECT * FROM assessment_results WHERE ID = 6909;,L'analyse montre que le score PIX est 322.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
6910,assessment,1500027.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500027 ?,SELECT * FROM assessment_results WHERE ID = 6910;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6911,assessment,1500074.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500074 ?,SELECT * FROM assessment_results WHERE ID = 6911;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6912,assessment,1500097.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500097 ?,SELECT * FROM assessment_results WHERE ID = 6912;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
6913,assessment,1500076.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500076 ?,SELECT * FROM assessment_results WHERE ID = 6913;,L'analyse montre que le score PIX est 80.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
6914,assessment,1500058.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500058 ?,SELECT * FROM assessment_results WHERE ID = 6914;,L'analyse montre que le score PIX est 146.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
6915,assessment,1500107.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 1500107 ?,SELECT * FROM assessment_results WHERE ID = 6915;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
